date,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,year,month,day,objectid,expected_tanker_capacity,tanker_capacity_loss,tanker_capacity_shortfall_fraction,severe_flow_shortfall,flow_episode_id,episode_onset,target_flow_episode_onset_next_1d,target_flow_episode_onset_next_3d,target_flow_episode_onset_next_7d,episode_tanker_capacity_loss
2020-06-10,chokepoint6,Strait of Hormuz,19,11,5,2,56,37,93,710723,410813,24964,0,3537632,1146501,4684134,2020,6,10,14959,2679981.0,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-06-11,chokepoint6,Strait of Hormuz,12,12,5,4,51,33,84,285574,342255,33355,5329,1960405,666515,2626920,2020,6,11,14960,2769529.0494195763,809124.0494195763,0.2921522161282794,0,0,0,0.0,0.0,0.0,
2020-06-12,chokepoint6,Strait of Hormuz,17,10,5,2,54,34,88,777442,142414,11068,0,3190379,930925,4121304,2020,6,12,14961,2775580.701734551,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-06-13,chokepoint6,Strait of Hormuz,13,15,1,1,51,30,81,297389,317592,6587,0,2436340,621569,3057909,2020,6,13,14962,2813837.165187064,377497.1651870641,0.1341574309478452,0,0,0,0.0,0.0,0.0,
2020-06-14,chokepoint6,Strait of Hormuz,14,17,6,1,59,38,97,258777,672093,20611,341,2784261,951823,3736085,2020,6,14,14963,2631829.8705815338,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-06-15,chokepoint6,Strait of Hormuz,14,15,2,2,45,33,78,425186,516938,6373,760,1961867,949258,2911126,2020,6,15,14964,2678161.1717955363,716294.1717955363,0.26745745526409326,0,0,0,0.0,0.0,0.0,
2020-06-16,chokepoint6,Strait of Hormuz,17,12,7,0,50,36,86,577293,233734,24126,0,2015063,835154,2850217,2020,6,16,14965,2547108.83745,532045.83745,0.20888225490303342,0,0,0,0.0,0.0,0.0,
2020-06-17,chokepoint6,Strait of Hormuz,22,13,6,0,54,41,95,630637,439676,43906,0,2238221,1114220,3352442,2020,6,17,14966,2697110.0,458889.0,0.17014100277704655,0,0,0,0.0,0.0,0.0,
2020-06-18,chokepoint6,Strait of Hormuz,9,13,3,1,51,26,77,249741,623302,35539,0,2681114,908583,3589698,2020,6,18,14967,2787230.3924841383,106116.39248413825,0.03807234334495086,0,0,0,0.0,0.0,0.0,
2020-06-19,chokepoint6,Strait of Hormuz,25,16,7,3,47,51,98,844775,428367,45544,0,2965987,1318688,4284676,2020,6,19,14968,2796439.6340885093,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-06-20,chokepoint6,Strait of Hormuz,13,10,4,3,57,30,87,444415,536288,16215,7999,2137578,1004919,3142497,2020,6,20,14969,2815026.7547804816,677448.7547804816,0.24065446398690077,0,0,0,0.0,0.0,1.0,
2020-06-21,chokepoint6,Strait of Hormuz,14,11,3,2,58,30,88,456288,337003,3108,2562,2826314,798963,3625278,2020,6,21,14970,2651608.492476145,0.0,0.0,0,0,0,0.0,0.0,1.0,
2020-06-22,chokepoint6,Strait of Hormuz,12,13,5,1,65,31,96,494373,709149,6738,3750,2701263,1214012,3915276,2020,6,22,14971,2695278.540430495,0.0,0.0,0,0,0,0.0,0.0,1.0,
2020-06-23,chokepoint6,Strait of Hormuz,9,12,3,3,55,27,82,401747,246398,7986,1537,2032641,657669,2690311,2020,6,23,14972,2563289.7461794224,530648.7461794224,0.2070186357084107,0,0,0,0.0,0.0,1.0,
2020-06-24,chokepoint6,Strait of Hormuz,16,14,5,2,46,37,83,663500,347776,39749,3788,2283656,1054815,3338471,2020,6,24,14973,2681114.0,397458.0,0.1482436032186621,0,0,0,0.0,1.0,1.0,
2020-06-25,chokepoint6,Strait of Hormuz,11,11,5,3,45,30,75,167819,456400,17080,341,2526001,641641,3167643,2020,6,25,14974,2787122.917460569,261121.91746056918,0.09368869805659133,0,0,0,0.0,1.0,1.0,
2020-06-26,chokepoint6,Strait of Hormuz,11,13,2,2,69,28,97,228523,366394,14020,0,3474632,608938,4083571,2020,6,26,14975,2752151.2830519974,0.0,0.0,0,0,0,1.0,1.0,1.0,
2020-06-27,chokepoint6,Strait of Hormuz,14,12,4,0,53,30,83,564155,302044,46226,0,1306790,912426,2219217,2020,6,27,14976,2831712.50748886,1524922.5074888598,0.5385160052286343,1,21,1,0.0,0.0,0.0,6484594.774791645
2020-06-28,chokepoint6,Strait of Hormuz,14,11,3,2,41,30,71,607249,322422,15424,0,1496119,945097,2441216,2020,6,28,14977,2647429.7444784595,1151310.7444784595,0.43487867690527376,1,21,0,0.0,0.0,0.0,6484594.774791645
2020-06-29,chokepoint6,Strait of Hormuz,19,14,5,1,60,39,99,658224,522972,13156,0,1573780,1194353,2768133,2020,6,29,14978,2695278.540430495,1121498.540430495,0.41609745471848975,1,21,0,0.0,0.0,0.0,6484594.774791645
2020-06-30,chokepoint6,Strait of Hormuz,13,17,8,0,55,38,93,343190,671908,46579,0,1624856,1061678,2686534,2020,6,30,14979,2563388.589909693,938532.5899096932,0.3661296588445676,1,21,0,0.0,0.0,0.0,6484594.774791645
2020-07-01,chokepoint6,Strait of Hormuz,14,12,4,3,37,33,70,469282,437031,40078,7743,2014081,954136,2968218,2020,7,1,14980,2697006.0,682925.0,0.25321597356476033,0,21,0,0.0,0.0,0.0,6484594.774791645
2020-07-02,chokepoint6,Strait of Hormuz,12,10,5,2,40,29,69,508915,286860,7604,0,1721825,803380,2525206,2020,7,2,14981,2787230.3924841383,1065405.3924841383,0.38224518337523883,1,21,0,0.0,0.0,0.0,6484594.774791645
2020-07-03,chokepoint6,Strait of Hormuz,14,15,5,0,55,34,89,433424,642335,30742,0,2888327,1106502,3994829,2020,7,3,14982,2775580.701734551,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-07-04,chokepoint6,Strait of Hormuz,14,19,3,2,43,38,81,346569,521032,4642,11531,3167920,883775,4051696,2020,7,4,14983,2791264.361419292,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-07-05,chokepoint6,Strait of Hormuz,13,11,8,1,56,33,89,386904,198638,50241,0,2259157,635783,2894941,2020,7,5,14984,2600228.641009188,341071.6410091878,0.13116986546106682,0,0,0,0.0,0.0,0.0,
2020-07-06,chokepoint6,Strait of Hormuz,13,13,3,1,43,30,73,527412,509756,16349,0,2093883,1053518,3147401,2020,7,6,14985,2624509.628373639,530626.6283736392,0.2021812465982298,0,0,0,0.0,0.0,0.0,
2020-07-07,chokepoint6,Strait of Hormuz,13,12,8,1,70,34,104,456272,396552,82551,5310,3693333,940687,4634021,2020,7,7,14986,2493334.0465007653,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-07-08,chokepoint6,Strait of Hormuz,15,9,4,1,41,29,70,556264,323086,31827,0,1581283,911178,2492461,2020,7,8,14987,2620994.0,1039711.0,0.3966857612035739,1,0,0,0.0,0.0,0.0,
2020-07-09,chokepoint6,Strait of Hormuz,20,14,1,0,47,35,82,659492,375016,17217,0,1953259,1051726,3004985,2020,7,9,14988,2708571.0761958435,755312.0761958435,0.27885998002189055,0,0,0,0.0,0.0,0.0,
2020-07-10,chokepoint6,Strait of Hormuz,9,13,4,3,51,29,80,439308,652530,1656,0,2767271,1093496,3860767,2020,7,10,14989,2698488.8870273926,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-07-11,chokepoint6,Strait of Hormuz,10,13,5,2,63,30,93,274832,354770,27768,8347,3918150,665719,4583870,2020,7,11,14990,2736839.3250870807,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-07-12,chokepoint6,Strait of Hormuz,15,11,3,0,51,29,80,467803,174160,24082,0,2535302,666047,3201349,2020,7,12,14991,2553843.26213143,18541.26213143021,0.007260140982949644,0,0,0,0.0,0.0,0.0,
2020-07-13,chokepoint6,Strait of Hormuz,15,17,4,3,47,39,86,463177,358137,10927,8769,2313395,841011,3154407,2020,7,13,14992,2581807.644653607,268412.64465360716,0.103963068360044,0,0,0,0.0,0.0,0.0,
2020-07-14,chokepoint6,Strait of Hormuz,11,16,3,2,54,32,86,435804,537528,8013,0,2846631,981346,3827977,2020,7,14,14993,2447291.876604252,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-07-15,chokepoint6,Strait of Hormuz,12,14,1,0,45,27,72,348549,553376,0,0,2740548,901926,3642474,2020,7,15,14994,2601667.0,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-07-16,chokepoint6,Strait of Hormuz,12,9,4,1,57,26,83,279721,415911,36021,0,2358881,731654,3090535,2020,7,16,14995,2708571.0761958435,349690.0761958435,0.1291050027333893,0,0,0,0.0,0.0,0.0,
2020-07-17,chokepoint6,Strait of Hormuz,8,12,6,1,54,27,81,467865,467119,57153,2996,2561547,995134,3556682,2020,7,17,14996,2693334.456326596,131787.45632659597,0.04893096585796447,0,0,0,0.0,0.0,0.0,
2020-07-18,chokepoint6,Strait of Hormuz,13,18,3,1,55,35,90,500617,538968,6682,0,2325879,1046268,3372147,2020,7,18,14997,2712602.3558245455,386723.3558245455,0.14256544273589034,0,0,0,0.0,0.0,0.0,
2020-07-19,chokepoint6,Strait of Hormuz,10,14,3,0,44,27,71,182336,327702,26817,0,1567599,536856,2104456,2020,7,19,14998,2527624.244274214,960025.2442742139,0.3798132758256863,1,0,0,0.0,0.0,0.0,
2020-07-20,chokepoint6,Strait of Hormuz,15,15,3,2,60,35,95,899397,406989,4478,0,2438701,1310865,3749566,2020,7,20,14999,2559807.5938334414,121106.59383344138,0.04731081903389392,0,0,0,0.0,0.0,0.0,
2020-07-21,chokepoint6,Strait of Hormuz,10,8,5,0,49,23,72,204529,192296,8622,0,2561426,405449,2966875,2020,7,21,15000,2460037.965706765,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-07-22,chokepoint6,Strait of Hormuz,10,12,5,3,44,30,74,365588,307961,22325,12486,1346806,708362,2055168,2020,7,22,15001,2563885.0,1217079.0,0.47470108838734965,1,0,0,0.0,0.0,0.0,
2020-07-23,chokepoint6,Strait of Hormuz,14,7,0,1,45,22,67,443234,87336,0,0,2327674,530570,2858245,2020,7,23,15002,2674854.9212058033,347180.9212058033,0.12979429966590372,0,0,0,0.0,0.0,0.0,
2020-07-24,chokepoint6,Strait of Hormuz,7,19,4,2,62,32,94,320299,356612,21027,1260,2908969,699199,3608168,2020,7,24,15003,2713342.4262310546,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-07-25,chokepoint6,Strait of Hormuz,15,12,5,1,58,33,91,420982,266672,32908,0,2809349,720562,3529912,2020,7,25,15004,2771368.9216967234,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-07-26,chokepoint6,Strait of Hormuz,19,14,7,2,56,42,98,608703,429104,53283,6328,1983340,1097420,3080760,2020,7,26,15005,2542618.459840256,559278.4598402558,0.2199616138535364,0,0,0,0.0,0.0,0.0,
2020-07-27,chokepoint6,Strait of Hormuz,13,16,3,3,61,35,96,428734,579509,13775,2920,2107720,1024939,3132659,2020,7,27,15006,2637654.696213224,529934.696213224,0.2009113235989647,0,0,0,0.0,0.0,0.0,
2020-07-28,chokepoint6,Strait of Hormuz,7,10,4,2,55,23,78,284263,375640,14821,557,2743651,675282,3418933,2020,7,28,15007,2471162.637464644,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-07-29,chokepoint6,Strait of Hormuz,24,15,3,1,44,43,87,742398,608519,8935,0,2232111,1359852,3591964,2020,7,29,15008,2600073.0,367962.0,0.14151987271126618,0,0,0,0.0,0.0,0.0,
2020-07-30,chokepoint6,Strait of Hormuz,9,14,5,2,65,30,95,240028,731104,17462,4009,3141525,992606,4134131,2020,7,30,15009,2686951.0284257634,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-07-31,chokepoint6,Strait of Hormuz,13,13,4,3,60,33,93,431933,333172,11931,15477,2500762,792515,3293277,2020,7,31,15010,2679566.877718462,178804.87771846214,0.06672902221821272,0,0,0,0.0,0.0,0.0,
2020-08-01,chokepoint6,Strait of Hormuz,9,13,6,1,51,29,80,249574,425456,19407,0,2087924,694438,2782363,2020,8,1,15011,2729938.025530563,642014.0255305632,0.23517531150026302,0,0,0,0.0,0.0,0.0,
2020-08-02,chokepoint6,Strait of Hormuz,17,15,2,2,52,36,88,606603,583437,9026,2236,2311696,1201303,3512999,2020,8,2,15012,2590928.7916951007,279232.7916951007,0.10777324046502035,0,0,0,0.0,0.0,0.0,
2020-08-03,chokepoint6,Strait of Hormuz,11,16,4,0,59,31,90,537568,391148,1950,0,2926889,930667,3857556,2020,8,3,15013,2637654.696213224,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-08-04,chokepoint6,Strait of Hormuz,18,13,2,2,63,35,98,578399,455401,6662,1833,3009901,1042295,4052197,2020,8,4,15014,2508666.229738536,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-08-05,chokepoint6,Strait of Hormuz,10,16,4,2,52,32,84,440705,415112,39665,3256,3583615,898739,4482354,2020,8,5,15015,2649431.0,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-08-06,chokepoint6,Strait of Hormuz,21,13,3,2,60,39,99,699083,444695,6724,0,2282850,1150502,3433353,2020,8,6,15016,2737958.2612461643,455108.26124616433,0.16622176739795322,0,0,0,0.0,0.0,0.0,
2020-08-07,chokepoint6,Strait of Hormuz,11,13,7,2,54,33,87,557194,466064,39450,3496,3876156,1066205,4942362,2020,8,7,15017,2740864.125403717,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-08-08,chokepoint6,Strait of Hormuz,6,12,3,0,57,21,78,283425,379595,34868,0,2639533,697888,3337421,2020,8,8,15018,2796079.41691392,156546.41691392008,0.055987829232226526,0,0,0,0.0,0.0,0.0,
2020-08-09,chokepoint6,Strait of Hormuz,18,11,4,1,52,34,86,538905,201166,5593,0,1851121,745665,2596786,2020,8,9,15019,2602092.7336677746,750971.7336677746,0.28860298633909326,0,0,0,0.0,0.0,0.0,
2020-08-10,chokepoint6,Strait of Hormuz,11,11,5,2,46,29,75,471622,463219,6586,6223,1312711,947652,2260364,2020,8,10,15020,2645781.174217748,1333070.174217748,0.5038474788497517,1,0,0,0.0,0.0,0.0,
2020-08-11,chokepoint6,Strait of Hormuz,10,13,2,1,52,26,78,381147,448254,4839,3944,2848697,838185,3686883,2020,8,11,15021,2515009.3360445662,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-08-12,chokepoint6,Strait of Hormuz,11,14,2,0,59,27,86,280346,605458,0,0,2379138,885805,3264943,2020,8,12,15022,2646207.0,267069.0,0.10092521106625445,0,0,0,0.0,0.0,0.0,
2020-08-13,chokepoint6,Strait of Hormuz,16,12,5,3,49,36,85,652722,272017,41470,7962,2439258,974171,3413430,2020,8,13,15023,2736044.3790956847,296786.37909568474,0.10847279428770755,0,0,0,0.0,0.0,0.0,
2020-08-14,chokepoint6,Strait of Hormuz,11,22,5,0,55,38,93,334037,676752,14768,0,2742871,1025557,3768429,2020,8,14,15024,2748955.5153128207,6084.515312820673,0.0022133916969290348,0,0,0,0.0,0.0,0.0,
2020-08-15,chokepoint6,Strait of Hormuz,11,22,7,1,76,41,117,288549,614772,76596,2013,3088932,981931,4070864,2020,8,15,15025,2773871.994592317,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-08-16,chokepoint6,Strait of Hormuz,16,8,2,2,57,28,85,496261,139512,0,0,3675894,635774,4311668,2020,8,16,15026,2595689.6391907013,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-08-17,chokepoint6,Strait of Hormuz,13,16,6,2,43,37,80,511019,542107,32280,2013,1431769,1087420,2519190,2020,8,17,15027,2644410.105867747,1212641.1058677472,0.4585677173056432,1,0,0,0.0,0.0,0.0,
2020-08-18,chokepoint6,Strait of Hormuz,17,10,7,2,60,36,96,730478,213822,11902,5436,3176628,961639,4138268,2020,8,18,15028,2515009.3360445662,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-08-19,chokepoint6,Strait of Hormuz,13,16,3,2,51,34,85,542047,504756,26445,6481,2155953,1079730,3235683,2020,8,19,15029,2653990.0,498037.0,0.18765594444590974,0,0,0,0.0,0.0,0.0,
2020-08-20,chokepoint6,Strait of Hormuz,17,21,4,3,59,45,104,423991,622404,12389,4110,3312225,1062895,4375121,2020,8,20,15030,2752050.9237116575,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-08-21,chokepoint6,Strait of Hormuz,12,8,4,0,43,24,67,436504,273001,48568,0,1481148,758073,2239222,2020,8,21,15031,2747501.011369334,1266353.011369334,0.46091084448343594,1,0,0,0.0,0.0,0.0,
2020-08-22,chokepoint6,Strait of Hormuz,9,15,3,0,45,27,72,161772,730796,39436,0,2764625,932004,3696630,2020,8,22,15032,2786548.0009129974,21923.000912997406,0.007867440613193978,0,0,0,0.0,0.0,0.0,
2020-08-23,chokepoint6,Strait of Hormuz,15,15,3,0,55,33,88,563670,298017,35262,0,2064371,896950,2961321,2020,8,23,15033,2595689.6391907013,531318.6391907013,0.20469266863366561,0,0,0,0.0,0.0,0.0,
2020-08-24,chokepoint6,Strait of Hormuz,9,12,1,0,43,22,65,397159,214673,3138,0,1290965,614971,1905937,2020,8,24,15034,2642501.402844058,1351536.402844058,0.5114609972919724,1,0,0,0.0,0.0,0.0,
2020-08-25,chokepoint6,Strait of Hormuz,6,10,2,0,56,18,74,157263,358772,2952,0,2289426,518987,2808414,2020,8,25,15035,2510932.032170897,221506.03217089688,0.08821665793135293,0,0,0,0.0,0.0,0.0,
2020-08-26,chokepoint6,Strait of Hormuz,8,12,3,0,42,23,65,479275,538847,14424,0,2033780,1032548,3066328,2020,8,26,15036,2646207.0,612427.0,0.23143578714741514,0,0,0,0.0,0.0,0.0,
2020-08-27,chokepoint6,Strait of Hormuz,10,14,6,5,41,35,76,382753,500014,31025,11427,1436519,925220,2361740,2020,8,27,15037,2730193.1907933,1293674.1907933,0.47383979828086925,1,0,0,0.0,0.0,0.0,
2020-08-28,chokepoint6,Strait of Hormuz,16,17,3,0,38,36,74,748829,453053,0,0,2168011,1201883,3369894,2020,8,28,15038,2739443.784186305,571432.784186305,0.20859445537263954,0,0,0,0.0,0.0,0.0,
2020-08-29,chokepoint6,Strait of Hormuz,17,16,3,3,44,39,83,611015,674098,1128,7379,2046014,1293620,3339635,2020,8,29,15039,2786548.0009129974,740534.0009129974,0.2657531830316095,0,0,0,0.0,0.0,0.0,
2020-08-30,chokepoint6,Strait of Hormuz,12,17,5,3,47,37,84,451589,499900,30939,10194,1832276,992623,2824900,2020,8,30,15040,2601640.2077511824,769364.2077511824,0.29572275422980526,0,0,0,0.0,0.0,0.0,
2020-08-31,chokepoint6,Strait of Hormuz,15,14,4,1,43,34,77,429289,356342,38463,0,2644297,824096,3468393,2020,8,31,15041,2644410.105867747,113.10586774721742,4.2771681856851174e-05,0,0,0,0.0,0.0,0.0,
2020-09-01,chokepoint6,Strait of Hormuz,17,10,2,3,54,32,86,588493,554900,5849,4188,2638977,1153432,3792409,2020,9,1,15042,2503444.6196028856,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-09-02,chokepoint6,Strait of Hormuz,15,20,3,0,43,38,81,505226,768294,12678,0,1992833,1286199,3279033,2020,9,2,15043,2638977.0,646144.0,0.2448463931288526,0,0,0,0.0,0.0,0.0,
2020-09-03,chokepoint6,Strait of Hormuz,13,17,8,3,46,41,87,531393,487163,58762,0,2125030,1077319,3202350,2020,9,3,15044,2730193.1907933,605163.1907933,0.22165581279523316,0,0,0,0.0,0.0,0.0,
2020-09-04,chokepoint6,Strait of Hormuz,10,9,3,1,57,23,80,226700,430705,13755,3203,3449817,674365,4124183,2020,9,4,15045,2731959.041473559,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-09-05,chokepoint6,Strait of Hormuz,12,13,2,3,52,30,82,485664,294748,2175,4912,1618398,787501,2405899,2020,9,5,15046,2765600.5146126663,1147202.5146126663,0.4148113614208438,1,0,0,0.0,0.0,0.0,
2020-09-06,chokepoint6,Strait of Hormuz,23,17,3,2,46,45,91,816310,403494,34859,7366,1871421,1262030,3133451,2020,9,6,15047,2585620.2013329957,714199.2013329957,0.27621968646624745,0,0,0,0.0,0.0,0.0,
2020-09-07,chokepoint6,Strait of Hormuz,19,23,1,0,59,43,102,788963,612774,12067,0,2014117,1413805,3427923,2020,9,7,15048,2592655.2736180816,578538.2736180816,0.22314508199569644,0,0,0,0.0,0.0,0.0,
2020-09-08,chokepoint6,Strait of Hormuz,13,15,2,2,52,32,84,333403,511011,2934,2215,1940393,849564,2789957,2020,9,8,15049,2444983.3052501394,504590.30525013944,0.20637781213746006,0,0,0,0.0,0.0,0.0,
2020-09-09,chokepoint6,Strait of Hormuz,13,23,5,3,51,44,95,529803,770121,10439,151,2929609,1310515,4240125,2020,9,9,15050,2611093.0,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-09-10,chokepoint6,Strait of Hormuz,19,17,5,3,42,44,86,587019,544037,8011,3496,2688601,1142564,3831165,2020,9,10,15051,2681106.0406055073,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-09-11,chokepoint6,Strait of Hormuz,6,17,5,4,61,32,93,160488,924316,46922,8970,2173240,1140697,3313938,2020,9,11,15052,2703092.5731744994,529852.5731744994,0.19601717619024903,0,0,0,0.0,0.0,0.0,
2020-09-12,chokepoint6,Strait of Hormuz,17,17,8,2,55,44,99,505303,289156,34386,8709,3534206,837556,4371762,2020,9,12,15053,2722477.1043912647,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-09-13,chokepoint6,Strait of Hormuz,9,16,2,2,62,29,91,344190,487549,15549,5133,2923009,852423,3775432,2020,9,13,15054,2525239.894054252,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-09-14,chokepoint6,Strait of Hormuz,13,13,1,0,40,27,67,338187,356995,7381,0,1220274,702564,1922839,2020,9,14,15055,2570781.1372382217,1350507.1372382217,0.5253294874759604,1,0,0,0.0,0.0,0.0,
2020-09-15,chokepoint6,Strait of Hormuz,11,11,2,0,45,24,69,401012,345832,11945,0,2319560,758790,3078350,2020,9,15,15056,2464408.9495097967,144848.9495097967,0.058776344542414136,0,0,0,0.0,0.0,0.0,
2020-09-16,chokepoint6,Strait of Hormuz,14,17,7,2,51,40,91,483930,641184,6380,0,1885171,1131496,3016667,2020,9,16,15057,2572528.0,687357.0,0.26719126089200973,0,0,0,0.0,0.0,0.0,
2020-09-17,chokepoint6,Strait of Hormuz,20,14,4,1,55,39,94,458983,357783,16847,3106,3937886,836720,4774606,2020,9,17,15058,2646478.4147425066,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-09-18,chokepoint6,Strait of Hormuz,18,11,4,1,50,34,84,406568,400552,11462,0,1963906,818582,2782489,2020,9,18,15059,2651140.3839218803,687234.3839218803,0.25922217778043194,0,0,0,0.0,0.0,0.0,
2020-09-19,chokepoint6,Strait of Hormuz,19,24,6,0,43,49,92,609044,476846,42675,0,1215195,1128565,2343761,2020,9,19,15060,2686152.0989513095,1470957.0989513095,0.5476075236117792,1,0,0,0.0,0.0,0.0,
2020-09-20,chokepoint6,Strait of Hormuz,15,11,5,3,57,34,91,493379,148298,32915,1729,2693384,676323,3369708,2020,9,20,15061,2500977.2409514138,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-09-21,chokepoint6,Strait of Hormuz,23,22,7,1,53,53,106,863332,917890,23604,0,2552761,1804826,4357588,2020,9,21,15062,2546080.9211981567,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-09-22,chokepoint6,Strait of Hormuz,14,21,5,1,54,41,95,342810,507793,32515,0,2260655,883120,3143775,2020,9,22,15063,2426196.343555309,165541.34355530888,0.06823081074828728,0,0,0,0.0,0.0,0.0,
2020-09-23,chokepoint6,Strait of Hormuz,11,14,3,2,47,30,77,326732,399343,455,0,2611093,726531,3337624,2020,9,23,15064,2572528.0,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-09-24,chokepoint6,Strait of Hormuz,16,14,3,3,57,36,93,728442,556260,47884,3326,2338522,1335914,3674436,2020,9,24,15065,2646478.4147425066,307956.4147425066,0.11636460476193594,0,0,0,0.0,0.0,0.0,
2020-09-25,chokepoint6,Strait of Hormuz,17,18,4,2,60,41,101,513801,679970,10350,5525,2817983,1209646,4027630,2020,9,25,15066,2637580.8873725655,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-09-26,chokepoint6,Strait of Hormuz,19,20,2,1,41,42,83,553704,885831,6760,0,1796742,1446296,3243039,2020,9,26,15067,2675065.7119108005,878323.7119108005,0.32833724719360763,1,0,0,0.0,0.0,0.0,
2020-09-27,chokepoint6,Strait of Hormuz,18,23,4,1,66,46,112,810387,857443,28187,4620,2887670,1700638,4588308,2020,9,27,15068,2500791.7151417914,0.0,0.0,0,0,0,0.0,0.0,0.0,
2020-09-28,chokepoint6,Strait of Hormuz,21,18,11,1,40,51,91,517632,503622,31616,9416,1779861,1062288,2842150,2020,9,28,15069,2527412.606441331,747551.6064413311,0.29577743045837895,0,0,0,0.0,0.0,0.0,
2020-09-29,chokepoint6,Strait of Hormuz,11,12,7,1,41,31,72,439521,323700,44339,0,1891190,807561,2698752,2020,9,29,15070,2377142.2911469867,485952.29114698665,0.20442709422855437,0,0,0,0.0,0.0,0.0,
2020-09-30,chokepoint6,Strait of Hormuz,20,16,5,0,53,41,94,555628,660296,16907,0,2032495,1232832,3265327,2020,9,30,15071,2529130.0,496635.0,0.19636594402027574,0,0,0,0.0,0.0,0.0,
2020-10-01,chokepoint6,Strait of Hormuz,15,14,5,2,52,36,88,532424,359620,8690,1524,2489704,902259,3391964,2020,10,1,15072,2632747.4470678708,143043.44706787076,0.05433238468322525,0,0,0,0.0,0.0,0.0,
2020-10-02,chokepoint6,Strait of Hormuz,13,17,2,4,54,36,90,401303,392141,5638,0,2590432,799083,3389516,2020,10,2,15074,2647086.4070943403,56654.407094340306,0.02140255298901589,0,0,0,0.0,0.0,0.0,
2020-10-03,chokepoint6,Strait of Hormuz,17,20,2,3,65,42,107,380415,827238,7881,0,4027033,1215535,5242568,2020,10,3,15075,2675065.7119108005,0.0,0.0,0,0,0,0.0,0.0,1.0,
2020-10-04,chokepoint6,Strait of Hormuz,12,18,4,2,52,36,88,538730,266015,41019,9912,1203023,855677,2058701,2020,10,4,15076,2500791.7151417914,1297768.7151417914,0.5189431439987835,1,0,0,0.0,0.0,1.0,
2020-10-05,chokepoint6,Strait of Hormuz,17,18,3,1,49,39,88,592536,724825,17188,0,2684992,1334550,4019542,2020,10,5,15077,2531566.7836504807,0.0,0.0,0,0,0,0.0,0.0,1.0,
2020-10-06,chokepoint6,Strait of Hormuz,11,12,5,0,72,28,100,442910,336263,6127,0,2795373,785302,3580675,2020,10,6,15078,2403736.9571127254,0.0,0.0,0,0,0,0.0,0.0,1.0,
2020-10-07,chokepoint6,Strait of Hormuz,16,16,6,2,60,40,100,604748,504419,11389,0,2456157,1120556,3576714,2020,10,7,15079,2501148.0,44991.0,0.017988139846182635,0,0,0,0.0,1.0,1.0,
2020-10-08,chokepoint6,Strait of Hormuz,22,15,6,3,62,46,108,664413,447812,27744,2763,2726675,1142732,3869408,2020,10,8,15080,2606074.0063626687,0.0,0.0,0,0,0,0.0,1.0,1.0,
2020-10-09,chokepoint6,Strait of Hormuz,10,22,4,0,52,36,88,415530,560596,11049,0,3185554,987176,4172730,2020,10,9,15081,2589273.7574687125,0.0,0.0,0,0,0,1.0,1.0,1.0,
2020-10-10,chokepoint6,Strait of Hormuz,11,22,6,0,47,39,86,415304,566384,13310,0,1676558,994999,2671557,2020,10,10,15082,2617571.681420107,941013.6814201069,0.35949872475300476,1,22,1,0.0,0.0,0.0,4833953.995450405
